,English,Family Composition,Generation,Parents education,Family Income,athletic level,F1_Work(h/week),F2_College entrance,F2_transferred,F2_grant,F1_units in math,F1_Std Math,high school attendence,S-T relationship,School Urbanicity,%Hispanic teacher,%Hispanic_NR teacher,%white teacher,%Black teacher,%Asian teacher,%Hawaiian teacher,%Indian teacher,Number of school activities,credits(first year),9_12_GPA,F3_GPA(first year),F3_Highest level of education,Std Math/Reading,Ins_attended,F3_GPA(all),gender_Female,gender_Male,Race_Amer. Indian/Alaska Native,"Race_Asian, Hawaii/Pac. Islander",Race_Black or African American,Race_Hispanic,Race_More than one race,Race_White,Marital_Par_Married,Marital_Par_Married_chld,Marital_Par_Single,Marital_Par_Single_chld
5979,1.0,1.0,3.0,2.0,11,0.0,0.0,3.0,0.0,0.0,4.0,38.86,5.0,0.324,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,24.0,3.0,3.0,1.0,44.6,1.0,3.25,1,0,0,0,0,1,0,0,0,0,1,0
5981,1.0,1.0,3.0,5.0,12,1.0,3.0,4.0,0.0,1.0,4.0,55.22,5.0,0.324,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,27.0,5.0,3.25,0.0,60.77,2.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
5986,1.0,5.0,3.0,5.0,8,0.0,3.0,3.0,0.0,0.0,4.0,60.64,5.0,0.092,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,31.0,6.0,3.0,1.0,56.05,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
5994,1.0,1.0,3.0,2.0,7,0.0,1.0,3.0,0.0,1.0,4.0,56.95,5.0,0.579,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,27.0,5.0,3.25,0.0,57.15,1.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
6022,1.0,1.0,3.0,2.0,8,0.0,6.0,4.0,0.0,1.0,4.0,62.74,5.0,0.324,3,0.0,0.0,93.0,2.0,0.0,0.0,0.0,0.0,51.0,6.0,3.5,1.0,63.13,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
6096,1.0,1.0,3.0,4.0,3,2.0,4.0,3.0,0.0,1.0,2.0,47.39,5.0,0.324,3,1.0,0.0,89.0,11.0,0.0,0.0,0.0,1.0,48.0,5.0,3.5,1.0,51.67,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
6180,1.0,5.0,2.0,2.0,8,1.0,4.0,3.0,0.0,1.0,5.0,46.31,5.0,1.189,3,1.0,0.0,81.0,19.0,0.0,0.0,0.0,1.0,18.0,5.0,2.75,0.0,49.03,1.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
6188,1.0,1.0,3.0,6.0,8,2.0,5.0,2.0,0.0,1.0,5.0,40.41,5.0,0.579,3,1.0,0.0,81.0,19.0,0.0,0.0,0.0,3.0,14.0,4.0,1.5,0.0,40.75,1.0,2.25,1,0,0,0,1,0,0,0,0,0,1,0
6214,1.0,5.0,3.0,5.0,6,2.0,1.0,2.0,1.0,1.0,4.0,54.45,5.0,0.324,1,2.0,0.0,55.0,39.0,4.0,2.0,0.0,0.0,22.0,3.0,1.25,0.0,47.04,1.0,2.25,1,0,0,0,1,0,0,0,0,0,1,0
6217,1.0,1.0,3.0,6.0,12,0.0,0.0,3.0,1.0,1.0,3.0,58.2,5.0,0.324,1,2.0,0.0,55.0,39.0,4.0,2.0,0.0,2.0,6.0,6.0,3.5,1.0,55.92,2.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0
6219,1.0,5.0,3.0,6.0,9,0.0,5.0,3.0,0.0,0.0,5.0,57.05,5.0,0.579,1,2.0,0.0,55.0,39.0,4.0,2.0,0.0,1.0,21.0,6.0,2.75,1.0,54.09,1.0,3.0,0,1,0,0,1,0,0,0,0,0,1,0
6224,1.0,1.0,3.0,2.0,8,2.0,5.0,3.0,0.0,1.0,4.0,49.42,5.0,2.349,1,2.0,0.0,55.0,39.0,4.0,2.0,0.0,0.0,23.0,3.0,2.0,0.0,51.1,1.0,2.5,1,0,0,0,1,0,0,0,0,0,1,0
6229,1.0,5.0,3.0,5.0,4,0.0,0.0,3.0,0.0,1.0,3.0,44.14,5.0,0.069,1,1.0,0.0,76.0,23.0,0.0,0.0,0.0,1.0,28.0,5.0,2.5,1.0,52.28,1.0,2.5,1,0,0,0,1,0,0,0,0,0,0,1
6233,1.0,7.0,3.0,5.0,5,0.0,4.0,3.0,0.0,1.0,4.0,47.8,5.0,0.324,1,1.0,0.0,76.0,23.0,0.0,0.0,0.0,1.0,36.0,6.0,3.0,1.0,47.56,1.0,3.25,1,0,0,0,1,0,0,0,0,0,1,0
6235,1.0,2.0,3.0,5.0,9,0.0,4.0,3.0,1.0,0.0,3.0,49.2,5.0,0.324,1,1.0,0.0,76.0,23.0,0.0,0.0,0.0,0.0,25.0,4.0,1.75,1.0,55.07,2.0,2.5,0,1,0,0,1,0,0,0,0,0,1,0
6274,1.0,1.0,3.0,6.0,10,2.0,5.0,3.0,0.0,1.0,4.0,57.86,5.0,0.579,1,9.0,0.0,50.0,40.0,1.0,0.0,0.0,0.0,28.0,5.0,3.5,0.0,54.41,2.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
6276,1.0,1.0,3.0,6.0,10,0.0,1.0,3.0,0.0,1.0,4.0,69.0,5.0,0.997,1,9.0,0.0,50.0,40.0,1.0,0.0,0.0,1.0,34.0,6.0,3.25,1.0,65.35,2.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
6295,1.0,1.0,3.0,7.0,10,2.0,0.0,4.0,1.0,0.0,4.0,63.87,5.0,0.324,1,1.0,0.0,97.0,2.0,0.0,0.0,0.0,0.0,29.0,6.0,2.25,1.0,62.28,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
6299,1.0,1.0,3.0,6.0,13,2.0,4.0,4.0,0.0,1.0,4.0,67.91,5.0,0.324,1,1.0,0.0,97.0,2.0,0.0,0.0,0.0,7.0,54.0,6.0,4.0,1.0,67.46,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
6304,1.0,1.0,3.0,7.0,11,2.0,4.0,3.0,0.0,1.0,4.0,54.17,5.0,0.324,1,1.0,0.0,97.0,2.0,0.0,0.0,0.0,1.0,6.0,6.0,4.0,1.0,60.3,2.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0
6306,1.0,2.0,3.0,6.0,11,0.0,4.0,3.0,1.0,1.0,4.0,51.88,5.0,0.324,1,1.0,0.0,97.0,2.0,0.0,0.0,0.0,3.0,6.0,6.0,2.5,0.0,53.84,1.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0
6309,1.0,5.0,3.0,2.0,5,0.0,0.0,3.0,0.0,1.0,4.0,35.9,5.0,1.607,1,1.0,0.0,97.0,2.0,0.0,0.0,0.0,0.0,34.0,6.0,4.0,1.0,58.58,1.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
6342,0.0,5.0,3.0,7.0,10,0.0,2.0,2.0,0.0,1.0,3.0,43.14,5.0,0.324,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,27.0,4.0,3.25,1.0,28.96,1.0,3.0,1,0,0,1,0,0,0,0,0,0,1,0
6379,1.0,1.0,3.0,5.0,12,2.0,2.0,4.0,1.0,1.0,4.0,61.45,5.0,0.324,2,1.0,0.0,94.0,0.0,0.0,0.0,3.0,1.0,14.0,6.0,1.5,1.0,66.81,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
6387,1.0,1.0,3.0,6.0,10,3.0,0.0,4.0,0.0,1.0,3.0,51.87,5.0,0.811,2,1.0,0.0,94.0,0.0,0.0,0.0,3.0,1.0,29.0,6.0,3.75,1.0,51.45,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
6396,1.0,1.0,3.0,7.0,11,2.0,4.0,1.0,0.0,1.0,4.0,52.15,5.0,0.324,2,1.0,0.0,94.0,0.0,0.0,0.0,3.0,2.0,28.0,6.0,2.75,1.0,54.8,2.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
6432,1.0,1.0,3.0,2.0,9,2.0,1.0,4.0,1.0,1.0,4.0,55.43,5.0,0.324,2,0.0,0.0,97.0,3.0,0.0,0.0,0.0,1.0,28.0,6.0,3.0,0.0,47.6,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
6439,1.0,1.0,3.0,6.0,9,1.0,6.0,3.0,0.0,0.0,4.0,58.58,5.0,0.579,2,1.0,0.0,96.0,1.0,1.0,1.0,1.0,0.0,26.0,5.0,2.25,1.0,59.2,1.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
6444,1.0,1.0,3.0,6.0,11,1.0,4.0,4.0,0.0,1.0,4.0,66.04,5.0,0.579,2,1.0,0.0,96.0,1.0,1.0,1.0,1.0,1.0,28.0,6.0,3.25,1.0,69.11,1.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
6452,1.0,1.0,3.0,2.0,9,1.0,0.0,3.0,0.0,1.0,4.0,60.11,5.0,0.579,2,1.0,0.0,96.0,1.0,1.0,1.0,1.0,1.0,29.0,6.0,2.25,1.0,54.34,1.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
6547,1.0,1.0,3.0,3.0,10,2.0,6.0,4.0,0.0,0.0,4.0,54.16,5.0,1.189,2,0.0,0.0,97.0,3.0,0.0,0.0,0.0,1.0,15.0,6.0,3.0,0.0,57.62,1.0,2.25,1,0,0,0,0,1,0,0,0,0,1,0
6548,1.0,1.0,3.0,2.0,10,2.0,0.0,3.0,0.0,1.0,3.0,58.79,5.0,2.094,2,0.0,0.0,97.0,3.0,0.0,0.0,0.0,3.0,19.0,6.0,2.25,1.0,64.46,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
6552,1.0,1.0,3.0,2.0,9,2.0,0.0,3.0,0.0,0.0,2.0,42.65,5.0,1.066,2,0.0,0.0,97.0,3.0,0.0,0.0,0.0,0.0,18.0,4.0,3.25,0.0,47.02,1.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0
6558,1.0,1.0,3.0,2.0,5,2.0,2.0,3.0,0.0,1.0,5.0,58.41,5.0,1.862,2,0.0,0.0,97.0,3.0,0.0,0.0,0.0,2.0,34.0,6.0,2.0,0.0,58.58,1.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0
6570,1.0,1.0,3.0,5.0,11,2.0,2.0,3.0,0.0,0.0,4.0,49.42,5.0,0.324,2,0.0,0.0,74.0,26.0,0.0,0.0,0.0,1.0,19.0,5.0,3.5,1.0,57.12,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
6575,1.0,1.0,3.0,2.0,10,0.0,1.0,3.0,0.0,1.0,4.0,47.19,5.0,0.069,2,0.0,0.0,74.0,26.0,0.0,0.0,0.0,0.0,17.0,6.0,3.75,1.0,52.04,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
6576,1.0,1.0,3.0,1.0,3,1.0,0.0,3.0,0.0,1.0,4.0,57.2,5.0,0.069,2,0.0,0.0,74.0,26.0,0.0,0.0,0.0,2.0,18.0,6.0,3.25,1.0,58.01,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
6578,1.0,2.0,3.0,2.0,3,0.0,3.0,3.0,1.0,1.0,5.0,57.63,5.0,0.069,2,0.0,0.0,74.0,26.0,0.0,0.0,0.0,0.0,6.0,6.0,2.5,0.0,59.67,1.0,3.5,1,0,0,0,1,0,0,0,0,0,1,0
6583,1.0,1.0,3.0,4.0,10,2.0,0.0,4.0,0.0,1.0,6.0,69.76,5.0,1.421,2,5.0,0.0,75.0,25.0,0.0,0.0,0.0,2.0,44.0,5.0,3.75,1.0,62.25,1.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
6598,1.0,5.0,3.0,4.0,7,0.0,6.0,3.0,0.0,1.0,4.0,46.63,5.0,0.324,2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,2.0,24.0,6.0,3.0,1.0,50.15,1.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0
6602,1.0,2.0,3.0,5.0,9,2.0,4.0,3.0,0.0,1.0,5.0,50.2,5.0,1.607,2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,30.0,6.0,3.0,0.0,47.73,2.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
6672,1.0,1.0,3.0,4.0,9,3.0,0.0,3.0,0.0,1.0,4.0,59.29,5.0,0.579,3,1.0,0.0,96.0,4.0,0.0,0.0,0.0,2.0,40.0,6.0,4.0,1.0,57.01,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
6681,1.0,1.0,3.0,6.0,11,0.0,5.0,4.0,0.0,1.0,3.0,54.04,5.0,1.252,3,1.0,0.0,96.0,4.0,0.0,0.0,0.0,4.0,24.0,6.0,3.25,0.0,54.27,1.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
6682,1.0,1.0,3.0,6.0,10,1.0,0.0,3.0,0.0,0.0,4.0,56.46,5.0,0.324,3,1.0,0.0,96.0,4.0,0.0,0.0,0.0,0.0,12.0,5.0,2.75,1.0,57.48,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
6684,1.0,2.0,3.0,2.0,9,2.0,2.0,3.0,0.0,1.0,4.0,44.74,5.0,1.862,3,1.0,0.0,96.0,4.0,0.0,0.0,0.0,1.0,21.0,5.0,1.75,0.0,51.22,1.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0
6685,1.0,5.0,3.0,5.0,9,0.0,3.0,3.0,0.0,1.0,3.0,62.84,5.0,0.579,3,1.0,0.0,96.0,4.0,0.0,0.0,0.0,3.0,33.0,6.0,3.5,1.0,66.08,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
6687,1.0,1.0,3.0,2.0,10,0.0,5.0,3.0,0.0,1.0,5.0,46.85,5.0,0.324,3,0.0,0.0,84.0,16.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,0.0,58.28,1.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
6705,1.0,2.0,3.0,5.0,10,2.0,2.0,4.0,0.0,1.0,5.0,73.14,5.0,0.448,3,0.0,0.0,84.0,16.0,0.0,0.0,0.0,2.0,36.0,6.0,4.0,1.0,63.01,1.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
6706,1.0,5.0,3.0,6.0,9,0.0,7.0,3.0,1.0,0.0,4.0,48.34,5.0,1.862,3,0.0,0.0,84.0,16.0,0.0,0.0,0.0,0.0,16.0,5.0,1.5,0.0,50.67,1.0,1.75,1,0,0,0,0,0,0,1,0,0,1,0
6710,1.0,1.0,3.0,5.0,9,0.0,3.0,2.0,1.0,1.0,6.0,48.4,5.0,0.579,3,0.0,0.0,84.0,16.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,30.28,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
6749,1.0,1.0,3.0,7.0,11,2.0,3.0,3.0,1.0,1.0,3.0,50.0,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,2.75,1.0,50.97,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
6753,1.0,2.0,3.0,2.0,9,2.0,5.0,3.0,0.0,1.0,3.0,50.5,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,2.5,0.0,52.34,1.0,1.5,1,0,0,0,0,0,0,1,0,0,1,0
6756,1.0,1.0,3.0,5.0,8,1.0,0.0,4.0,1.0,1.0,3.0,63.11,5.0,0.069,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,31.0,6.0,3.5,1.0,66.52,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
6758,1.0,1.0,3.0,4.0,8,0.0,6.0,3.0,0.0,0.0,4.0,48.71,5.0,0.934,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,21.0,5.0,1.75,0.0,53.26,1.0,1.75,0,1,0,0,0,0,0,1,0,0,1,0
6766,1.0,2.0,3.0,2.0,6,0.0,4.0,4.0,0.0,0.0,3.0,54.99,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,17.0,6.0,1.75,0.0,57.7,1.0,1.75,1,0,0,0,0,0,0,1,0,0,1,0
6767,1.0,2.0,3.0,2.0,10,2.0,2.0,4.0,1.0,1.0,5.0,60.32,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,22.0,5.0,2.75,1.0,51.89,2.0,2.75,0,1,0,0,0,0,0,1,1,0,0,0
6771,1.0,6.0,1.0,6.0,8,0.0,6.0,3.0,0.0,1.0,4.0,56.1,5.0,1.189,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,25.0,6.0,2.25,0.0,57.18,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,1
6782,1.0,1.0,3.0,5.0,10,0.0,2.0,4.0,1.0,1.0,4.0,57.65,5.0,0.579,1,10.0,0.0,89.0,1.0,0.0,0.0,0.0,3.0,36.0,6.0,3.25,0.0,57.99,1.0,3.25,1,0,0,0,0,0,0,1,1,0,0,0
6797,1.0,1.0,3.0,7.0,11,3.0,2.0,3.0,0.0,1.0,4.0,63.58,5.0,0.579,1,4.0,0.0,90.0,6.0,0.0,2.0,0.0,1.0,35.0,5.0,3.25,1.0,61.07,2.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
6830,0.0,1.0,1.0,6.0,12,0.0,2.0,4.0,0.0,1.0,3.0,67.88,5.0,0.579,1,3.0,0.0,90.0,6.0,1.0,0.0,0.0,0.0,32.0,6.0,3.75,1.0,69.6,2.0,3.75,0,1,0,1,0,0,0,0,0,0,1,0
6833,1.0,2.0,3.0,8.0,12,1.0,2.0,4.0,0.0,1.0,3.0,59.15,5.0,0.069,1,3.0,0.0,90.0,6.0,1.0,0.0,0.0,3.0,28.0,6.0,3.0,1.0,65.13,2.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
6834,1.0,1.0,3.0,6.0,11,1.0,2.0,1.0,1.0,0.0,2.0,60.82,5.0,0.324,1,3.0,0.0,90.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,59.16,3.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
6835,1.0,2.0,3.0,6.0,12,2.0,0.0,4.0,1.0,0.0,2.0,70.52,5.0,1.607,1,3.0,0.0,90.0,6.0,1.0,0.0,0.0,1.0,32.0,6.0,3.5,1.0,64.45,1.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
6837,1.0,1.0,3.0,7.0,11,2.0,1.0,3.0,0.0,1.0,3.0,58.83,5.0,0.579,1,3.0,0.0,90.0,6.0,1.0,0.0,0.0,2.0,32.0,4.0,2.75,1.0,58.35,2.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
6886,1.0,1.0,3.0,3.0,9,2.0,3.0,1.0,0.0,1.0,3.0,51.25,5.0,1.189,1,4.0,0.0,94.0,0.0,0.0,2.0,0.0,3.0,16.0,6.0,3.25,1.0,60.76,1.0,3.25,0,1,0,0,0,0,0,1,0,0,1,0
6894,1.0,5.0,3.0,6.0,9,2.0,5.0,1.0,0.0,1.0,3.0,54.49,5.0,0.394,1,4.0,0.0,94.0,0.0,0.0,2.0,0.0,1.0,32.0,5.0,3.0,0.0,55.78,1.0,3.25,0,1,0,0,0,0,0,1,0,0,1,0
6896,1.0,1.0,3.0,8.0,11,0.0,4.0,4.0,0.0,1.0,4.0,61.24,5.0,0.579,1,4.0,0.0,94.0,0.0,0.0,2.0,0.0,2.0,35.0,6.0,3.5,1.0,66.25,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
6902,1.0,1.0,3.0,4.0,10,0.0,3.0,1.0,0.0,0.0,3.0,42.94,5.0,2.349,1,4.0,0.0,94.0,0.0,0.0,2.0,0.0,4.0,20.0,5.0,2.0,0.0,44.49,1.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0
6905,0.0,5.0,3.0,5.0,6,3.0,2.0,1.0,0.0,1.0,3.0,44.97,5.0,0.765,1,4.0,0.0,94.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.25,0.0,43.9,1.0,0.25,0,1,0,0,0,1,0,0,0,0,1,0
6909,1.0,1.0,3.0,6.0,11,1.0,5.0,3.0,0.0,1.0,3.0,48.08,5.0,0.702,1,4.0,0.0,94.0,0.0,0.0,2.0,0.0,1.0,11.0,6.0,0.5,0.0,55.57,1.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
6962,1.0,2.0,3.0,6.0,12,0.0,6.0,1.0,0.0,0.0,3.0,52.03,5.0,0.324,1,33.0,67.0,67.0,0.0,1.0,0.0,0.0,1.0,66.0,6.0,4.0,1.0,52.58,3.0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
6963,1.0,1.0,3.0,6.0,10,1.0,0.0,2.0,0.0,1.0,4.0,47.44,5.0,0.324,1,33.0,67.0,67.0,0.0,1.0,0.0,0.0,0.0,18.0,5.0,3.5,0.0,40.28,1.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
6974,1.0,1.0,3.0,5.0,10,0.0,3.0,2.0,0.0,1.0,3.0,50.1,5.0,0.324,1,2.0,8.0,95.0,3.0,2.0,0.0,0.0,0.0,25.0,6.0,3.5,1.0,56.52,1.0,2.5,1,0,0,0,0,0,1,0,0,0,1,0
6975,1.0,6.0,3.0,7.0,8,0.0,0.0,4.0,0.0,1.0,3.0,66.07,5.0,1.607,1,2.0,8.0,95.0,3.0,2.0,0.0,0.0,2.0,2.0,6.0,4.0,1.0,67.22,1.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
6981,1.0,1.0,3.0,7.0,10,0.0,1.0,4.0,0.0,1.0,3.0,67.97,5.0,0.556,1,2.0,8.0,95.0,3.0,2.0,0.0,0.0,3.0,39.0,6.0,3.5,1.0,73.08,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
6982,1.0,1.0,3.0,6.0,10,3.0,1.0,4.0,0.0,1.0,3.0,66.48,5.0,0.324,1,2.0,8.0,95.0,3.0,2.0,0.0,0.0,5.0,36.0,6.0,2.25,1.0,63.2,2.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0
7077,1.0,1.0,3.0,5.0,10,0.0,2.0,1.0,0.0,1.0,5.0,51.84,5.0,1.607,2,0.0,0.0,98.0,0.0,2.0,0.0,0.0,2.0,27.0,6.0,3.5,0.0,56.79,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
7122,1.0,1.0,3.0,7.0,12,2.0,0.0,3.0,0.0,1.0,4.0,61.4,5.0,0.579,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,29.0,6.0,2.75,1.0,59.17,1.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
7131,1.0,2.0,3.0,5.0,9,2.0,5.0,2.0,0.0,1.0,4.0,47.47,5.0,0.934,2,14.0,0.0,86.0,0.0,0.0,0.0,0.0,2.0,27.0,6.0,3.5,0.0,51.51,1.0,3.25,1,0,0,0,0,1,0,0,0,0,0,1
7166,1.0,5.0,3.0,2.0,7,2.0,4.0,4.0,0.0,1.0,5.0,63.84,5.0,0.811,2,18.0,0.0,75.0,4.0,1.0,0.0,1.0,2.0,11.0,6.0,4.0,1.0,60.83,1.0,3.0,0,1,0,0,0,0,1,0,0,0,1,0
7185,0.0,1.0,2.0,6.0,7,0.0,0.0,4.0,0.0,1.0,4.0,63.29,5.0,0.324,2,18.0,0.0,75.0,4.0,1.0,0.0,1.0,2.0,51.0,6.0,3.5,0.0,59.6,1.0,3.5,1,0,0,1,0,0,0,0,0,0,1,0
7205,1.0,1.0,3.0,5.0,9,2.0,3.0,3.0,0.0,1.0,3.0,52.44,5.0,0.324,2,5.0,0.0,83.0,0.0,2.0,0.0,0.0,0.0,36.0,5.0,2.5,1.0,50.89,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
7226,1.0,2.0,3.0,2.0,9,2.0,5.0,3.0,0.0,1.0,3.0,48.32,5.0,2.094,2,6.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,4.0,1.0,51.52,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
7275,1.0,1.0,3.0,6.0,10,0.0,2.0,4.0,0.0,0.0,2.0,52.23,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,30.0,6.0,3.75,1.0,60.94,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
7278,1.0,1.0,3.0,7.0,11,0.0,8.0,1.0,0.0,1.0,4.0,59.77,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.75,0.0,58.71,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
7285,1.0,1.0,3.0,3.0,6,0.0,3.0,4.0,0.0,1.0,5.0,72.76,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,24.0,6.0,2.75,1.0,69.45,2.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
7289,1.0,1.0,3.0,3.0,10,1.0,3.0,2.0,0.0,1.0,3.0,48.35,5.0,0.579,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,3.5,0.0,49.37,2.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
7296,1.0,2.0,3.0,5.0,10,2.0,0.0,2.0,0.0,1.0,4.0,49.35,5.0,0.069,2,1.0,0.0,93.0,0.0,1.0,1.0,5.0,1.0,30.0,5.0,2.0,0.0,50.83,1.0,1.75,0,1,1,0,0,0,0,0,0,0,1,0
7374,1.0,5.0,3.0,8.0,4,2.0,0.0,1.0,0.0,1.0,2.0,58.84,5.0,0.324,2,5.0,90.0,95.0,0.0,0.0,0.0,0.0,3.0,8.0,6.0,4.0,1.0,59.99,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
7375,1.0,1.0,3.0,6.0,12,1.0,0.0,1.0,0.0,1.0,2.0,66.19,5.0,0.324,2,5.0,90.0,95.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,4.0,0.0,73.23,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
7376,1.0,1.0,3.0,7.0,10,1.0,3.0,1.0,0.0,1.0,3.0,63.18,5.0,0.579,2,5.0,90.0,95.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,3.75,0.0,62.82,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
7377,1.0,1.0,3.0,6.0,9,0.0,4.0,1.0,0.0,0.0,3.0,51.87,5.0,1.066,2,5.0,90.0,95.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.75,0.0,55.95,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
7382,1.0,1.0,3.0,2.0,9,3.0,4.0,3.0,1.0,1.0,4.0,48.75,5.0,0.069,3,6.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,2.25,0.0,48.02,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
7387,1.0,1.0,3.0,7.0,9,2.0,1.0,4.0,0.0,1.0,5.0,66.37,5.0,0.324,3,6.0,0.0,94.0,0.0,0.0,0.0,0.0,1.0,30.0,5.0,2.5,1.0,62.11,1.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0
7391,1.0,1.0,3.0,5.0,5,2.0,6.0,4.0,0.0,1.0,3.0,52.18,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,2.0,0.0,42.23,1.0,1.25,0,1,0,0,0,0,0,1,0,0,1,0
